Statistic Label,Month,NACE Group,UNIT,VALUE
Retail Sales Index Volume Adjusted,2021 November,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base Year 2021=100,125.2
Retail Sales Index Volume Adjusted,2021 November,"Retail sale of books, newspapers and stationery (4761,4762)",Base Year 2021=100,128.5
Retail Sales Index Volume Adjusted,2021 November,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base Year 2021=100,107.3
Retail Sales Index Volume Adjusted,2021 December,Motor trades (45),Base Year 2021=100,83.4
Retail Sales Index Volume Adjusted,2021 December,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base Year 2021=100,96.3
Retail Sales Index Volume Adjusted,2021 December,Department stores (4719),Base Year 2021=100,107
Retail Sales Index Volume Adjusted,2021 December,Retail sale of automotive fuel (4730),Base Year 2021=100,99.2
Retail Sales Index Volume Adjusted,2021 December,"Retail sale of hardware, paints and glass (4752)",Base Year 2021=100,97.4
Retail Sales Index Volume Adjusted,2021 December,Retail sale of furniture and lighting (4759),Base Year 2021=100,111.4
Retail Sales Index Volume Adjusted,2021 December,Bars (5630),Base Year 2021=100,131.7
Retail Sales Index Volume Adjusted,2021 December,All retail businesses,Base Year 2021=100,104.1
Retail Sales Index Volume Adjusted,2021 December,"Motor trades and automotive fuel (45,4730)",Base Year 2021=100,94.2
Retail Sales Index Volume Adjusted,2021 December,"All retail businesses, excluding motor trades and bars",Base Year 2021=100,104.5
Retail Sales Index Volume Adjusted,2021 December,"All retail businesses, excluding motor trades",Base Year 2021=100,106.4
Retail Sales Index Volume Adjusted,2021 December,"All retail businesses, excluding motor trades, automotive fuel and bars",Base Year 2021=100,104.7
Retail Sales Index Volume Adjusted,2021 December,"Retail sale of food (4711,4721 to 4729)",Base Year 2021=100,95.4
Retail Sales Index Volume Adjusted,2021 December,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base Year 2021=100,109.5
Retail Sales Index Volume Adjusted,2021 December,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base Year 2021=100,89.9
Retail Sales Index Volume Adjusted,2021 December,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base Year 2021=100,93.9
Retail Sales Index Volume Adjusted,2021 December,"Retail sale of electrical goods (4741 to 4743,4754)",Base Year 2021=100,88.5
Retail Sales Index Volume Adjusted,2021 December,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base Year 2021=100,119.4
Retail Sales Index Volume Adjusted,2021 December,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base Year 2021=100,113.8
Retail Sales Index Volume Adjusted,2021 December,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base Year 2021=100,111.7
Retail Sales Index Volume Adjusted,2021 December,"Retail sale of books, newspapers and stationery (4761,4762)",Base Year 2021=100,131
Retail Sales Index Volume Adjusted,2021 December,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base Year 2021=100,121.1
Retail Sales Index Volume Adjusted,2022 January,Motor trades (45),Base Year 2021=100,95.5
Retail Sales Index Volume Adjusted,2022 January,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base Year 2021=100,94.9
Retail Sales Index Volume Adjusted,2022 January,Department stores (4719),Base Year 2021=100,128.7
Retail Sales Index Volume Adjusted,2022 January,Retail sale of automotive fuel (4730),Base Year 2021=100,99.1
Retail Sales Index Volume Adjusted,2022 January,"Retail sale of hardware, paints and glass (4752)",Base Year 2021=100,95.3
Retail Sales Index Volume Adjusted,2022 January,Retail sale of furniture and lighting (4759),Base Year 2021=100,107.1
Retail Sales Index Volume Adjusted,2022 January,Bars (5630),Base Year 2021=100,130.7
Retail Sales Index Volume Adjusted,2022 January,All retail businesses,Base Year 2021=100,99.1
Retail Sales Index Volume Adjusted,2022 January,"Motor trades and automotive fuel (45,4730)",Base Year 2021=100,94.9
Retail Sales Index Volume Adjusted,2022 January,"All retail businesses, excluding motor trades and bars",Base Year 2021=100,102.3
Retail Sales Index Volume Adjusted,2022 January,"All retail businesses, excluding motor trades",Base Year 2021=100,104.7
Retail Sales Index Volume Adjusted,2022 January,"All retail businesses, excluding motor trades, automotive fuel and bars",Base Year 2021=100,102.5
Retail Sales Index Volume Adjusted,2022 January,"Retail sale of food (4711,4721 to 4729)",Base Year 2021=100,96.3
Retail Sales Index Volume Adjusted,2022 January,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base Year 2021=100,108.1
Retail Sales Index Volume Adjusted,2022 January,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base Year 2021=100,92.5
Retail Sales Index Volume Adjusted,2022 January,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base Year 2021=100,95.2
Retail Sales Index Volume Adjusted,2022 January,"Retail sale of electrical goods (4741 to 4743,4754)",Base Year 2021=100,93.7
Retail Sales Index Volume Adjusted,2022 January,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base Year 2021=100,119.2
Retail Sales Index Volume Adjusted,2022 January,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base Year 2021=100,107.6
Retail Sales Index Volume Adjusted,2022 January,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base Year 2021=100,109.2
Retail Sales Index Volume Adjusted,2022 January,"Retail sale of books, newspapers and stationery (4761,4762)",Base Year 2021=100,138.3
Retail Sales Index Volume Adjusted,2022 January,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base Year 2021=100,97.7
Retail Sales Index Volume Adjusted,2022 February,Motor trades (45),Base Year 2021=100,95.7
Retail Sales Index Volume Adjusted,2022 February,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base Year 2021=100,92
Retail Sales Index Volume Adjusted,2022 February,Department stores (4719),Base Year 2021=100,128.3
Retail Sales Index Volume Adjusted,2022 February,Retail sale of automotive fuel (4730),Base Year 2021=100,99.9
Retail Sales Index Volume Adjusted,2022 February,"Retail sale of hardware, paints and glass (4752)",Base Year 2021=100,91.1
Retail Sales Index Volume Adjusted,2022 February,Retail sale of furniture and lighting (4759),Base Year 2021=100,109.4
Retail Sales Index Volume Adjusted,2022 February,Bars (5630),Base Year 2021=100,193.3
Retail Sales Index Volume Adjusted,2022 February,All retail businesses,Base Year 2021=100,104.2
Retail Sales Index Volume Adjusted,2022 February,"Motor trades and automotive fuel (45,4730)",Base Year 2021=100,94.7
Retail Sales Index Volume Adjusted,2022 February,"All retail businesses, excluding motor trades and bars",Base Year 2021=100,104.6
Retail Sales Index Volume Adjusted,2022 February,"All retail businesses, excluding motor trades",Base Year 2021=100,106.9
Retail Sales Index Volume Adjusted,2022 February,"All retail businesses, excluding motor trades, automotive fuel and bars",Base Year 2021=100,104.7
Retail Sales Index Volume Adjusted,2022 February,"Retail sale of food (4711,4721 to 4729)",Base Year 2021=100,91.7
Retail Sales Index Volume Adjusted,2022 February,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base Year 2021=100,113.3
Retail Sales Index Volume Adjusted,2022 February,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base Year 2021=100,91.8
Retail Sales Index Volume Adjusted,2022 February,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base Year 2021=100,101.4
Retail Sales Index Volume Adjusted,2022 February,"Retail sale of electrical goods (4741 to 4743,4754)",Base Year 2021=100,99.8
Retail Sales Index Volume Adjusted,2022 February,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base Year 2021=100,122.9
Retail Sales Index Volume Adjusted,2022 February,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base Year 2021=100,116.8
Retail Sales Index Volume Adjusted,2022 February,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base Year 2021=100,114.7
Retail Sales Index Volume Adjusted,2022 February,"Retail sale of books, newspapers and stationery (4761,4762)",Base Year 2021=100,131.1
Retail Sales Index Volume Adjusted,2022 February,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base Year 2021=100,101.2
Retail Sales Index Volume Adjusted,2022 March,Motor trades (45),Base Year 2021=100,93.1
Retail Sales Index Volume Adjusted,2022 March,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base Year 2021=100,95.1
Retail Sales Index Volume Adjusted,2022 March,Department stores (4719),Base Year 2021=100,128.4
Retail Sales Index Volume Adjusted,2022 March,Retail sale of automotive fuel (4730),Base Year 2021=100,94.9
Retail Sales Index Volume Adjusted,2022 March,"Retail sale of hardware, paints and glass (4752)",Base Year 2021=100,106.2
Retail Sales Index Volume Adjusted,2022 March,Retail sale of furniture and lighting (4759),Base Year 2021=100,115.6
Retail Sales Index Volume Adjusted,2022 March,Bars (5630),Base Year 2021=100,206.1
Retail Sales Index Volume Adjusted,2022 March,All retail businesses,Base Year 2021=100,106.2
Retail Sales Index Volume Adjusted,2022 March,"Motor trades and automotive fuel (45,4730)",Base Year 2021=100,92.9
Retail Sales Index Volume Adjusted,2022 March,"All retail businesses, excluding motor trades and bars",Base Year 2021=100,107
Retail Sales Index Volume Adjusted,2022 March,"All retail businesses, excluding motor trades",Base Year 2021=100,110.8
Retail Sales Index Volume Adjusted,2022 March,"All retail businesses, excluding motor trades, automotive fuel and bars",Base Year 2021=100,107.9
Retail Sales Index Volume Adjusted,2022 March,"Retail sale of food (4711,4721 to 4729)",Base Year 2021=100,95.2
Retail Sales Index Volume Adjusted,2022 March,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base Year 2021=100,116.5
Retail Sales Index Volume Adjusted,2022 March,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base Year 2021=100,91.2
Retail Sales Index Volume Adjusted,2022 March,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base Year 2021=100,104.8
Retail Sales Index Volume Adjusted,2022 March,"Retail sale of electrical goods (4741 to 4743,4754)",Base Year 2021=100,94.8
Retail Sales Index Volume Adjusted,2022 March,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base Year 2021=100,122.5
Retail Sales Index Volume Adjusted,2022 March,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base Year 2021=100,128.2
Retail Sales Index Volume Adjusted,2022 March,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base Year 2021=100,125.3
Retail Sales Index Volume Adjusted,2022 March,"Retail sale of books, newspapers and stationery (4761,4762)",Base Year 2021=100,129.9
Retail Sales Index Volume Adjusted,2022 March,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base Year 2021=100,100.4
Retail Sales Index Volume Adjusted,2022 April,Motor trades (45),Base Year 2021=100,94
Retail Sales Index Volume Adjusted,2022 April,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",Base Year 2021=100,95.2
Retail Sales Index Volume Adjusted,2022 April,Department stores (4719),Base Year 2021=100,138.4
Retail Sales Index Volume Adjusted,2022 April,Retail sale of automotive fuel (4730),Base Year 2021=100,100.3
Retail Sales Index Volume Adjusted,2022 April,"Retail sale of hardware, paints and glass (4752)",Base Year 2021=100,92.1
Retail Sales Index Volume Adjusted,2022 April,Retail sale of furniture and lighting (4759),Base Year 2021=100,105.9
Retail Sales Index Volume Adjusted,2022 April,Bars (5630),Base Year 2021=100,198.3
Retail Sales Index Volume Adjusted,2022 April,All retail businesses,Base Year 2021=100,107.1
Retail Sales Index Volume Adjusted,2022 April,"Motor trades and automotive fuel (45,4730)",Base Year 2021=100,95.9
Retail Sales Index Volume Adjusted,2022 April,"All retail businesses, excluding motor trades and bars",Base Year 2021=100,105.7
Retail Sales Index Volume Adjusted,2022 April,"All retail businesses, excluding motor trades",Base Year 2021=100,108.1
Retail Sales Index Volume Adjusted,2022 April,"All retail businesses, excluding motor trades, automotive fuel and bars",Base Year 2021=100,106
Retail Sales Index Volume Adjusted,2022 April,"Retail sale of food (4711,4721 to 4729)",Base Year 2021=100,95
Retail Sales Index Volume Adjusted,2022 April,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",Base Year 2021=100,114.3
Retail Sales Index Volume Adjusted,2022 April,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",Base Year 2021=100,90.4
Retail Sales Index Volume Adjusted,2022 April,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",Base Year 2021=100,99.6
Retail Sales Index Volume Adjusted,2022 April,"Retail sale of electrical goods (4741 to 4743,4754)",Base Year 2021=100,100.6
Retail Sales Index Volume Adjusted,2022 April,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",Base Year 2021=100,124.4
Retail Sales Index Volume Adjusted,2022 April,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",Base Year 2021=100,115
Retail Sales Index Volume Adjusted,2022 April,"Other retail sales (4753,4763 to 4765,4776 to 4778)",Base Year 2021=100,113.8
Retail Sales Index Volume Adjusted,2022 April,"Retail sale of books, newspapers and stationery (4761,4762)",Base Year 2021=100,122.6
Retail Sales Index Volume Adjusted,2022 April,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",Base Year 2021=100,93.4
